index	name	color
5471	Paragigantocellular reticular nucleus, lateral part Left	e500ff
5472	Paragigantocellular reticular nucleus, lateral part Right	e500ff
5481	Nucleus of Roller Left	e700ff
5482	Nucleus of Roller Right	e700ff
5491	Nucleus prepositus Left	ea00ff
5492	Nucleus prepositus Right	ea00ff
5501	Parapyramidal nucleus Left	ec00ff
5502	Parapyramidal nucleus Right	ec00ff
5511	Lateral vestibular nucleus Left	ee00ff
5512	Lateral vestibular nucleus Right	ee00ff
5521	Medial vestibular nucleus Left	f100ff
5522	Medial vestibular nucleus Right	f100ff
5531	Spinal vestibular nucleus Left	f300ff
5532	Spinal vestibular nucleus Right	f300ff
5541	Superior vestibular nucleus Left	f500ff
5542	Superior vestibular nucleus Right	f500ff
5551	Nucleus x Left	f800ff
5552	Nucleus x Right	f800ff
5561	Hypoglossal nucleus Left	fa00ff
5562	Hypoglossal nucleus Right	fa00ff
5571	Nucleus y Left	fc00ff
5572	Nucleus y Right	fc00ff
5581	Nucleus raphe magnus Left	ff00ff
5582	Nucleus raphe magnus Right	ff00ff
5591	Nucleus raphe pallidus Left	ff00fd
5592	Nucleus raphe pallidus Right	ff00fd
5601	Nucleus raphe obscurus Left	ff00fb
5602	Nucleus raphe obscurus Right	ff00fb
5621	Lingula (I) Left	ff00f8
5622	Lingula (I) Right	ff00f8
5631	Central lobule II Left	ff00f6
5632	Central lobule II Right	ff00f6
5641	Central lobule III Left	ff00f4
5642	Central lobule III Right	ff00f4
5651	Culmen lobule IV Left	ff00f1
5652	Culmen lobule IV Right	ff00f1
5661	Declive (VI) Left	ff00ef
5662	Declive (VI) Right	ff00ef
5671	Folium-tuber vermis (VII) Left	ff00ed
5672	Folium-tuber vermis (VII) Right	ff00ed
5681	Pyramus (VIII) Left	ff00ea
5682	Pyramus (VIII) Right	ff00ea
5691	Uvula (IX) Left	ff00e8
5692	Uvula (IX) Right	ff00e8
5701	Nodulus (X) Left	ff00e6
5702	Nodulus (X) Right	ff00e6
5711	Simple lobule Left	ff00e4
5712	Simple lobule Right	ff00e4
5721	Ansiform lobule Crus 1 Left	ff00e1
5722	Ansiform lobule Crus 1 Right	ff00e1
5731	Ansiform lobule Crus 2 Left	ff00df
5732	Ansiform lobule Crus 2 Right	ff00df
5741	Paramedian lobule Left	ff00dd
5742	Paramedian lobule Right	ff00dd
5751	Copula pyramidis Left	ff00da
5752	Copula pyramidis Right	ff00da
5761	Paraflocculus Left	ff00d8
5762	Paraflocculus Right	ff00d8
5771	Flocculus Left	ff00d6
5772	Flocculus Right	ff00d6
5781	Fastigial nucleus Left	ff00d3
5782	Fastigial nucleus Right	ff00d3
5791	Interposed nucleus Left	ff00d1
5792	Interposed nucleus Right	ff00d1
5801	Dentate nucleus Left	ff00cf
5802	Dentate nucleus Right	ff00cf
5811	Vestibulocerebellar nucleus Left	ff00cc
5812	Vestibulocerebellar nucleus Right	ff00cc
5821	Vomeronasal nerve Left	ff00ca
5822	Vomeronasal nerve Right	ff00ca
5831	Olfactory nerve layer of main olfactory bulb Left	ff00c8
5832	Olfactory nerve layer of main olfactory bulb Right	ff00c8
5841	Lateral olfactory tract, body Left	ff00c5
5842	Lateral olfactory tract, body Right	ff00c5
5851	Lateral olfactory tract, dorsal limb Left	ff00c3
5852	Lateral olfactory tract, dorsal limb Right	ff00c3
5861	Anterior commissure, olfactory limb Left	ff00c1
5862	Anterior commissure, olfactory limb Right	ff00c1
5871	Optic nerve Left	ff00be
5872	Optic nerve Right	ff00be
5881	Brachium of the superior colliculus Left	ff00bc
5882	Brachium of the superior colliculus Right	ff00bc
5891	Superior colliculus commissure Left	ff00ba
5892	Superior colliculus commissure Right	ff00ba
5901	Optic chiasm Left	ff00b7
5902	Optic chiasm Right	ff00b7
5911	Optic tract  Left	ff00b5
5912	Optic tract  Right	ff00b5
5921	Oculomotor nerve Left	ff00b3
5922	Oculomotor nerve Right	ff00b3
5931	Medial longitudinal fasciculus  Left	ff00b0
5932	Medial longitudinal fasciculus  Right	ff00b0
5941	Posterior commissure Left	ff00ae
5942	Posterior commissure Right	ff00ae
5951	Trochlear nerve Left	ff00ac
5952	Trochlear nerve Right	ff00ac
5961	Motor root of the trigeminal nerve Left	ff00a9
5962	Motor root of the trigeminal nerve Right	ff00a9
5971	Sensory root of the trigeminal nerve Left	ff00a7
5972	Sensory root of the trigeminal nerve Right	ff00a7
5981	Spinal tract of the trigeminal nerve Left	ff00a5
5982	Spinal tract of the trigeminal nerve Right	ff00a5
5991	Facial nerve Left	ff00a3
5992	Facial nerve Right	ff00a3
6001	Genu of the facial nerve Left	ff00a0
6002	Genu of the facial nerve Right	ff00a0
6011	Vestibular nerve Left	ff009e
6012	Vestibular nerve Right	ff009e
6021	Trapezoid body Left	ff009c
6022	Trapezoid body Right	ff009c
6031	Dorsal acoustic stria Left	ff0099
6032	Dorsal acoustic stria Right	ff0099
6041	Lateral lemniscus Left	ff0097
6042	Lateral lemniscus Right	ff0097
6051	Inferior colliculus commissure Left	ff0095
6052	Inferior colliculus commissure Right	ff0095
6061	Brachium of the inferior colliculus Left	ff0092
6062	Brachium of the inferior colliculus Right	ff0092
6071	Solitary tract Left	ff0090
6072	Solitary tract Right	ff0090
6081	Cuneate fascicle Left	ff008e
6082	Cuneate fascicle Right	ff008e
6091	Medial lemniscus Left	ff008b
6092	Medial lemniscus Right	ff008b
6101	Cerebellar commissure Left	ff0089
6102	Cerebellar commissure Right	ff0089
6111	Superior cerebellar peduncle (brachium conjunctivum)  Left	ff0087
6112	Superior cerebellar peduncle (brachium conjunctivum)  Right	ff0087
6121	Superior cerebellar peduncle decussation Left	ff0084
6122	Superior cerebellar peduncle decussation Right	ff0084
6131	Uncinate fascicle Left	ff0082
6132	Uncinate fascicle Right	ff0082
6141	Ventral spinocerebellar tract Left	ff0080
6142	Ventral spinocerebellar tract Right	ff0080
6151	Middle cerebellar peduncule Left	ff007d
6152	Middle cerebellar peduncule Right	ff007d
6161	Inferior cerebellar peduncle (restiform body)  Left	ff007b
6162	Inferior cerebellar peduncle (restiform body)  Right	ff007b
6171	Dorsal spinocerebellar tract Left	ff0079
6172	Dorsal spinocerebellar tract Right	ff0079
6181	Arbor vitae Left	ff0076
6182	Arbor vitae Right	ff0076
6191	Supra-callosal cerebral white matter Left	ff0074
6192	Supra-callosal cerebral white matter Right	ff0074
6201	Corpus callosum, anterior forceps Left	ff0072
6202	Corpus callosum, anterior forceps Right	ff0072
6211	External capsule Left	ff006f
6212	External capsule Right	ff006f
6221	Corpus callosum, extreme capsule Left	ff006d
6222	Corpus callosum, extreme capsule Right	ff006d
6231	Genu of corpus callosum Left	ff006b
6232	Genu of corpus callosum Right	ff006b
6241	Corpus callosum, posterior forceps Left	ff0068
6242	Corpus callosum, posterior forceps Right	ff0068
6251	Corpus callosum, body Left	ff0066
6252	Corpus callosum, body Right	ff0066
6261	Corpus callosum, splenium Left	ff0064
6262	Corpus callosum, splenium Right	ff0064
6271	Corticospinal tract Left	ff0062
6272	Corticospinal tract Right	ff0062
6281	Internal capsule Left	ff005f
6282	Internal capsule Right	ff005f
6291	Cerebal peduncle Left	ff005d
6292	Cerebal peduncle Right	ff005d
6301	Pyramidal tract Left	ff005b
6302	Pyramidal tract Right	ff005b
6311	Pyramidal decussation Left	ff0058
6312	Pyramidal decussation Right	ff0058
6321	External medullary lamina of the thalamus Left	ff0056
6322	External medullary lamina of the thalamus Right	ff0056
6331	Optic radiation Left	ff0054
6332	Optic radiation Right	ff0054
6341	Auditory radiation Left	ff0051
6342	Auditory radiation Right	ff0051
6351	Nigrostriatal tract Left	ff004f
6352	Nigrostriatal tract Right	ff004f
6361	Doral tegmental decussation Left	ff004d
6362	Doral tegmental decussation Right	ff004d
6371	Crossed tectospinal pathway Left	ff004a
6372	Crossed tectospinal pathway Right	ff004a
6381	Rubrospinal tract Left	ff0048
6382	Rubrospinal tract Right	ff0048
6391	Ventral tegmental decussation Left	ff0046
6392	Ventral tegmental decussation Right	ff0046
6401	Amygdalar capsule Left	ff0043
6402	Amygdalar capsule Right	ff0043
6411	Anterior commissure, temporal limb Left	ff0041
6412	Anterior commissure, temporal limb Right	ff0041
6421	Cingulum bundle Left	ff003f
6422	Cingulum bundle Right	ff003f
6431	Alveus of hippocampus Left	ff003c
6432	Alveus of hippocampus Right	ff003c
6441	Dorsal fornix Left	ff003a
6442	Dorsal fornix Right	ff003a
6451	Fimbria of the hippocampus  Left	ff0038
6452	Fimbria of the hippocampus  Right	ff0038
6461	Medial corticohypothalamic tract Left	ff0035
6462	Medial corticohypothalamic tract Right	ff0035
6471	Columns of the fornix Left	ff0033
6472	Columns of the fornix Right	ff0033
6481	Dorsal hippocampal commissure Left	ff0031
6482	Dorsal hippocampal commissure Right	ff0031
6491	Ventral hippocampal commissure Left	ff002e
6492	Ventral hippocampal commissure Right	ff002e
6501	Stria terminalis Left	ff002c
6502	Stria terminalis Right	ff002c
6511	Commissural branch of stria terminalis Left	ff002a
6512	Commissural branch of stria terminalis Right	ff002a
6521	Medial forebrain bundle Left	ff0027
6522	Medial forebrain bundle Right	ff0027
6531	Supraoptic commissures Left	ff0025
6532	Supraoptic commissures Right	ff0025
6541	Principal mammillary tract Left	ff0023
6542	Principal mammillary tract Right	ff0023
6551	Mammillothalamic tract Left	ff0021
6552	Mammillothalamic tract Right	ff0021
6561	Mammillotegmental tract Left	ff001e
6562	Mammillotegmental tract Right	ff001e
6571	Mammillary peduncle Left	ff001c
6572	Mammillary peduncle Right	ff001c
6581	Stria medullaris of the thalamus Left	ff001a
6582	Stria medullaris of the thalamus Right	ff001a
6591	Fasciculus retroflexus  Left	ff0017
6592	Fasciculus retroflexus  Right	ff0017
6601	Habenular commissure Left	ff0015
6602	Habenular commissure Right	ff0015
6611	Lateral Ventricle Left	ff0013
6612	Lateral Ventricle Right	ff0013
6621	Subependymal zone Left	ff0010
6622	Subependymal zone Right	ff0010
6631	Choroid plexus Left	ff000e
6632	Choroid plexus Right	ff000e
6641	Third ventricle Left	ff000c
6642	Third ventricle Right	ff000c
6651	Cerebral aqueduct Left	ff0009
6652	Cerebral aqueduct Right	ff0009
6661	Fourth ventricle Left	ff0007
6662	Fourth ventricle Right	ff0007
6671	Lateral recess Left	ff0005
6672	Lateral recess Right	ff0005
6681	Central canal, spinal cord/medulla Left	ff0002
6682	Central canal, spinal cord/medulla Right	ff0002
